Steps,Policy/Entropy,Policy/Extrinsic Value Estimate,Environment/Episode Length,Self-play/ELO,Environment/Cumulative Reward,Policy/Extrinsic Reward,Is Training
4360000,1.4862653,-0.0319929,398.2692307692308,1241.0109292417005,0.12024324343262895,0.12024324343262895,1.0
4370000,1.4871609,-0.014010833,398.84313725490193,1245.0490743700154,0.20980554575928384,0.20980554575928384,1.0
4380000,1.4900774,0.014343029,404.84313725490193,1246.1898786526538,0.103250004325269,0.103250004325269,1.0
4390000,1.4868588,0.016615305,413.0192307692308,1249.022787565404,0.3806216228954695,0.3806216228954695,1.0
4400000,1.4886181,0.019662175,382.5272727272727,1255.7816832870517,0.6099999974831007,0.6099999974831007,1.0
4410000,1.4878209,0.04880023,280.4166666666667,1254.9650730482422,-1.0063333413563669,-1.0063333413563669,1.0
4420000,1.4879831,0.00076255115,406.02,1254.9131072933583,0.5027999649888703,0.5027999649888703,1.0
4430000,1.4875281,0.016588021,426.0851063829787,1256.8864650537657,0.4806562172016129,0.4806562172016129,1.0
4440000,1.4869481,0.037612844,396.88235294117646,1256.7104144798586,-0.8907777997018356,-0.8907777997018356,1.0
4450000,1.4878085,0.015946427,353.1372549019608,1256.3207689054075,-0.5311000172980129,-0.5311000172980129,1.0
4460000,1.4849613,-0.013921993,412.8627450980392,1255.5719425545476,-1.6717334686468044,-1.6717334686468044,1.0
4470000,1.4856249,-0.043243535,380.64814814814815,1252.1796906153545,-1.7114667967582742,-1.7114667967582742,1.0
4480000,1.4876893,-0.06861456,393.5769230769231,1248.780890795347,-1.5756667987753947,-1.5756667987753947,1.0
4490000,1.4884257,-0.08904918,380.27777777777777,1247.421092541393,-1.5804001550500593,-1.5804001550500593,1.0
4500000,1.4869702,-0.11037443,375.5,1245.0365581633675,-1.8136667762572567,-1.8136667762572567,1.0
4510000,1.4886197,-0.13386948,424.4468085106383,1240.6176333614035,-2.023733485676348,-2.023733485676348,1.0
4520000,1.4880149,-0.1532476,392.0,1239.668733099192,-1.6298001466939847,-1.6298001466939847,1.0
4530000,1.4893979,-0.16685326,398.41509433962267,1238.6736580152015,-1.7974001203197987,-1.7974001203197987,1.0
4540000,1.4913446,-0.17811419,440.95348837209303,1238.537867902067,-1.4956668193064009,-1.4956668193064009,1.0
4550000,1.490972,-0.18456732,415.1730769230769,1237.8916832081004,-2.020000145149728,-2.020000145149728,1.0
4560000,1.4904919,-0.1968592,403.42,1237.4223844712146,-1.3594001473548512,-1.3594001473548512,1.0
4570000,1.4907928,-0.19662042,402.66037735849056,1238.381604578262,-1.5895334796359142,-1.5895334796359142,1.0
4580000,1.4895914,-0.2023646,377.9622641509434,1238.381604578262,-2.1844668119524915,-2.1844668119524915,1.0
4590000,1.4900019,-0.21687636,399.4807692307692,1238.381604578262,-1.5243334419714907,-1.5243334419714907,1.0
4600000,1.4875462,-0.22002015,409.84,1237.019764131969,-1.6960834506899118,-1.6960834506899118,1.0
4610000,1.4899737,-0.2280503,395.8888888888889,1232.6304643360854,-2.4053334213482835,-2.4053334213482835,1.0
4620000,1.4900181,-0.22958277,291.46875,None,-1.4624168014367267,-1.4624168014367267,1.0
4630000,1.4892724,-0.2274512,386.79245283018867,1231.4563554625602,-1.5819334754021839,-1.5819334754021839,1.0
4640000,1.4897951,-0.23531623,433.32608695652175,1229.427124693634,-2.0070001104536157,-2.0070001104536157,1.0
4650000,1.4911854,-0.23511404,420.14285714285717,1224.7301354211988,-0.9180000551346251,-0.9180000551346251,1.0
4660000,1.4925467,-0.23397292,443.9111111111111,1223.8827781682965,-0.7248333812691271,-0.7248333812691271,1.0
4670000,1.4924103,-0.21278112,467.7674418604651,1227.195396546665,0.0303928225101637,0.0303928225101637,1.0
4680000,1.4937096,-0.1406556,458.9782608695652,1227.7558553456593,-0.06964516357308434,-0.06964516357308434,1.0
4690000,1.4928446,-0.1240705,455.9111111111111,1228.132387041554,0.10049998104029025,0.10049998104029025,1.0
4700000,1.4929621,-0.107974984,479.0975609756098,1230.0048296738876,0.4526922731803587,0.4526922731803587,1.0
4710000,1.492396,-0.07593044,468.6744186046512,1230.696086163515,-0.6722592856234836,-0.6722592856234836,1.0
4720000,1.4927727,-0.04747304,487.625,1229.9190945990129,0.14223071972194773,0.14223071972194773,1.0
4730000,1.4919189,-0.06780403,508.43589743589746,1228.9572546692882,-1.0232500035393362,-1.0232500035393362,1.0
4740000,1.4922286,-0.08240215,481.9047619047619,1227.5972532691487,0.5994814720125524,0.5994814720125524,1.0
4750000,1.491337,-0.067004845,479.5,1228.8506956628673,-0.5790000386407663,-0.5790000386407663,1.0
4760000,1.4917635,-0.058362614,480.30232558139534,1230.73644724604,0.26039283632832977,0.26039283632832977,1.0
4770000,1.4922613,-0.04584455,457.3829787234043,1232.577591491385,-0.4543437590036774,-0.4543437590036774,1.0
4780000,1.4928198,-0.042555626,462.09090909090907,1231.4684553982145,-0.12058622084943385,-0.12058622084943385,1.0
4790000,1.4930749,-0.044003766,490.4418604651163,1230.7234073796371,-1.2043214609605326,-1.2043214609605326,1.0
4800000,1.4938059,-0.053019527,373.75,1228.4751040740698,-1.0966071504725343,-1.0966071504725343,1.0
4810000,1.4931577,-0.08406584,478.64285714285717,1228.8452745688712,0.09922220532058014,0.09922220532058014,1.0
4820000,1.4930949,-0.09526082,502.1463414634146,1230.9093445178955,0.05323995802551508,0.05323995802551508,1.0
4830000,1.4949476,-0.099993445,524.1081081081081,1234.3125615033487,0.04856519838896296,0.04856519838896296,1.0
4840000,1.4937929,-0.080116086,483.89130434782606,1235.122948595456,-0.5418387397808293,-0.5418387397808293,1.0
4850000,1.4926326,-0.08890243,424.28205128205127,1235.8475610783464,2.5165000148117542,2.5165000148117542,1.0
4860000,1.4937519,-0.08065157,518.2972972972973,1235.8475610783464,-1.703333433958081,-1.703333433958081,1.0
4870000,1.4936447,-0.09904422,506.4634146341463,1235.3194540939137,-1.3444001075190803,-1.3444001075190803,1.0
4880000,1.491972,-0.10782688,481.29545454545456,1234.4117286687465,-1.2314001218571018,-1.2314001218571018,1.0
4890000,1.4918911,-0.11867805,473.3809523809524,1232.752343573759,-1.3850667525703708,-1.3850667525703708,1.0
4900000,1.4936584,-0.12913786,532.3333333333334,1232.752343573759,-1.2692001052200794,-1.2692001052200794,1.0
4910000,1.4944277,-0.1331791,556.8157894736842,1232.752343573759,-1.1646667439490557,-1.1646667439490557,1.0
4920000,1.493565,-0.13602792,556.8125,1232.752343573759,-1.0440667616513868,-1.0440667616513868,1.0
4930000,1.4938693,-0.14194809,517.1666666666666,1232.752343573759,-1.0021334150340409,-1.0021334150340409,1.0
4940000,1.4940554,-0.1344522,532.2105263157895,1232.752343573759,-1.3334667658666148,-1.3334667658666148,1.0
4950000,1.4942127,-0.14614688,522.9512195121952,1232.752343573759,-1.0092667466650407,-1.0092667466650407,1.0
4960000,1.4952977,-0.13367091,537.8157894736842,1232.752343573759,-0.9136000602428491,-0.9136000602428491,1.0
4970000,1.496175,-0.13437201,462.20454545454544,1232.752343573759,-0.8322667195772131,-0.8322667195772131,1.0
4980000,1.4951128,-0.1564183,522.5897435897435,1232.4584566056585,-1.2116000710598505,-1.2116000710598505,1.0
4990000,1.4965794,-0.14922889,546.15,1230.7721826297095,-0.8054167312414696,-0.8054167312414696,1.0
5000000,1.4963326,-0.15733685,497.609756097561,1229.153496898201,-1.1116667467479904,-1.1116667467479904,1.0
5010000,1.4962612,-0.15070038,538.2941176470588,None,-1.0597500645089895,-1.0597500645089895,1.0
5020000,1.4980035,-0.14339131,553.1891891891892,1227.1434406494054,-1.2166000887130697,-1.2166000887130697,1.0
5030000,1.4971223,-0.14325978,618.2727272727273,1226.5887012535716,-1.197200054768473,-1.197200054768473,1.0
5040000,1.4983357,-0.1433159,553.7027027027027,1226.5887012535716,-0.9347333967220038,-0.9347333967220038,1.0
5050000,1.4965622,-0.15836276,516.71875,1224.9019478437692,-0.030037081058792495,-0.030037081058792495,1.0
5060000,1.499278,-0.13207537,586.2857142857143,1226.095637914443,-0.33770002592355014,-0.33770002592355014,1.0
5070000,1.499998,-0.09805075,532.3243243243244,1227.102020349432,0.18872723927382717,0.18872723927382717,1.0
5080000,1.5015785,-0.06985422,539.6052631578947,1228.086500485522,-0.5776956761205245,-0.5776956761205245,1.0
5090000,1.5006527,-0.056009594,527.4054054054054,1228.0178636949126,-0.4464545724913478,-0.4464545724913478,1.0
5100000,1.4992247,-0.06095964,610.7428571428571,1229.0788464101854,-0.09175003748387098,-0.09175003748387098,1.0
5110000,1.5008535,-0.046119217,522.9230769230769,1229.5494422930508,-0.6156087317301527,-0.6156087317301527,1.0
5120000,1.4995345,-0.03998883,494.0,1229.0550012302617,-1.508107168067779,-1.508107168067779,1.0
5130000,1.4984206,-0.06895018,540.1842105263158,1224.638477295012,-1.0495652570389211,-1.0495652570389211,1.0
5140000,1.4997833,-0.10156478,472.3953488372093,1223.0653260324545,0.5098928262346557,0.5098928262346557,1.0
5150000,1.4980671,-0.07374463,516.4473684210526,1221.981234572768,-1.001608743129865,-1.001608743129865,1.0
5160000,1.4981401,-0.09268078,566.2432432432432,1220.3671220893918,-0.5162273014694537,-0.5162273014694537,1.0
5170000,1.5004131,-0.110524036,518.325,1221.8017921751045,0.5302399806352333,0.5302399806352333,1.0
5180000,1.499042,-0.08041975,542.2564102564103,1223.9367311690494,-0.34608336569120485,-0.34608336569120485,1.0
5190000,1.498614,-0.06478487,399.5769230769231,1224.5773894843696,0.13511536166501734,0.13511536166501734,1.0
5200000,1.499418,-0.006282264,561.3611111111111,1224.6649719675743,0.20033330782981856,0.20033330782981856,1.0
5210000,1.4983965,-0.05002618,485.74418604651163,1225.1211384939936,-0.7077857592542257,-0.7077857592542257,1.0
5220000,1.4990276,-0.056266204,456.27272727272725,1225.452059324899,-0.18368965477265162,-0.18368965477265162,1.0
5230000,1.4979081,-0.065022215,507.79487179487177,1224.7229569676324,-0.6103333746189795,-0.6103333746189795,1.0
5240000,1.5003511,-0.044148434,509.1219512195122,1223.14245836465,-1.4559600254893303,-1.4559600254893303,1.0
5250000,1.5005467,-0.06463542,438.3888888888889,1221.0962192782292,0.3936666702437732,0.3936666702437732,1.0
5260000,1.4996182,-0.075261034,506.35,1221.0962192782292,-1.0842000616326308,-1.0842000616326308,1.0
5270000,1.5007617,-0.07372725,578.8181818181819,1220.371542597778,-0.5756667245024194,-0.5756667245024194,1.0
5280000,1.5017799,-0.07855571,572.1351351351351,1218.893746081943,-0.6274667035477857,-0.6274667035477857,1.0
5290000,1.5017507,-0.07966779,554.5555555555555,1216.942493604215,-0.36200002453600366,-0.36200002453600366,1.0
5300000,1.5008484,-0.088051416,595.5806451612904,1216.7937970417618,-0.5478667115792633,-0.5478667115792633,1.0
5310000,1.5020448,-0.083095856,543.85,1216.4653100533058,-0.7265333913887541,-0.7265333913887541,1.0
5320000,1.5016172,-0.0722885,592.1714285714286,1215.4794769771174,-0.5857333680614829,-0.5857333680614829,1.0
5330000,1.5023571,-0.078268014,493.6904761904762,1214.532290954318,-0.3285333733384808,-0.3285333733384808,1.0
5340000,1.501675,-0.09062335,597.3823529411765,1214.532290954318,-0.9126000526982049,-0.9126000526982049,1.0
5350000,1.5022644,-0.07404068,553.2894736842105,1213.1627985386792,-0.6207333586489161,-0.6207333586489161,1.0
5360000,1.5011384,-0.083583236,560.4736842105264,1211.9193588160128,-0.3810833709527894,-0.3810833709527894,1.0
5370000,1.5010141,-0.09428697,559.2777777777778,1211.3890159815462,-1.3355714809149504,-1.3355714809149504,1.0
5380000,1.5017163,-0.080053814,472.6190476190476,None,-0.4590000556676056,-0.4590000556676056,1.0
5390000,1.5011579,-0.07953921,596.5277777777778,1211.547464064485,-0.22580002937465907,-0.22580002937465907,1.0
5400000,1.500289,-0.08556449,557.9117647058823,1212.6336493934782,-0.23700001544008653,-0.23700001544008653,1.0
5410000,1.500494,-0.07861321,521.2142857142857,1210.7413056931734,-0.8346667197610562,-0.8346667197610562,1.0
5420000,1.5004004,-0.0736048,575.9166666666666,1210.074186417103,-0.30300003935893377,-0.30300003935893377,1.0
5430000,1.5011362,-0.0663255,538.921052631579,1209.55701300609,-0.41346670400040847,-0.41346670400040847,1.0
5440000,1.4999579,-0.08039516,612.3,1209.5580835902356,-0.8328667100441332,-0.8328667100441332,1.0
5450000,1.5010382,-0.07897304,527.6666666666666,1207.4211128646564,-0.46334786370963504,-0.46334786370963504,1.0
5460000,1.5003726,-0.07919372,534.8157894736842,1208.2357780309212,-0.3810869765103511,-0.3810869765103511,1.0
5470000,1.5002806,-0.056670297,544.6052631578947,1208.4804244598827,0.32499998358442733,0.32499998358442733,1.0
5480000,1.5002575,-0.052419003,586.2,1211.9594896336403,0.9486499887658283,0.9486499887658283,1.0
5490000,1.5004225,-0.04169701,517.425,1213.9826868151727,-0.14424001167993994,-0.14424001167993994,1.0
5500000,1.5007175,-0.001533446,549.4857142857143,1215.0101082845663,0.6011052228216278,0.6011052228216278,1.0
5510000,1.5005083,-0.0257896,568.4166666666666,1215.2930895800623,0.3164090660654686,0.3164090660654686,1.0
5520000,1.5004435,0.026176754,578.4,1216.76316905776,0.041799970326246695,0.041799970326246695,1.0
5530000,1.5004371,0.022674233,613.4545454545455,1217.7116721395041,0.17961109377857712,0.17961109377857712,1.0
5540000,1.5003332,0.010666752,631.71875,1218.4076317051727,-0.2268235536346979,-0.2268235536346979,1.0
5550000,1.5002943,-0.015980905,576.2222222222222,1219.9275905913073,-0.14495239525456868,-0.14495239525456868,1.0
5560000,1.500792,0.04751646,531.829268292683,1221.559250492172,0.11411536518985835,0.11411536518985835,1.0
5570000,1.500916,-0.00013803614,506.0238095238095,1223.0736269123315,-0.5361111106144058,-0.5361111106144058,1.0
5580000,1.501052,0.007868456,449.3181818181818,1223.3897761530804,0.5463181842933409,0.5463181842933409,1.0
5590000,1.5012645,0.029489212,535.2105263157895,1224.8735759391354,0.03582608288801883,0.03582608288801883,1.0
5600000,1.5012456,0.060781136,496.219512195122,1225.4779201649633,0.12123075937135862,0.12123075937135862,1.0
5610000,1.5011822,0.05239901,534.5833333333334,1225.5414187856998,0.7209999934060588,0.7209999934060588,1.0
5620000,1.5009708,0.10096138,539.3658536585366,1225.3843357357282,-0.6755000103506833,-0.6755000103506833,1.0
5630000,1.5011648,0.020334717,568.4324324324324,1222.987392197132,-0.6262272859246216,-0.6262272859246216,1.0
5640000,1.5014002,0.0077035516,554.7837837837837,1223.4026437180412,0.06361905310214275,0.06361905310214275,1.0
5650000,1.5013968,-0.0054426217,476.96666666666664,1223.4344955214317,-0.5037500048056245,-0.5037500048056245,1.0
5660000,1.5015196,-0.0074236128,547.1081081081081,1222.9529360798992,-0.47366671059280635,-0.47366671059280635,1.0
5670000,1.5015107,-0.021211484,579.5897435897435,1222.9422286549498,-0.32060003417233623,-0.32060003417233623,1.0
5680000,1.501276,-0.020157522,494.6111111111111,1222.7192686641504,-0.34393336437642574,-0.34393336437642574,1.0
5690000,1.5013059,-0.031438068,520.7714285714286,1221.3712994516711,-0.7708667084264259,-0.7708667084264259,1.0
5700000,1.50155,-0.03744034,565.1388888888889,1220.0225685471382,-0.44753336577365793,-0.44753336577365793,1.0
5710000,1.50159,-0.030159643,566.5675675675676,1218.6417652802809,-0.40900002339233954,-0.40900002339233954,1.0
5720000,1.5017225,-0.042141095,535.025641025641,1216.7708644910886,-0.6251333655168613,-0.6251333655168613,1.0
5730000,1.5020977,-0.038333163,551.4054054054054,1215.7101381932782,-0.02693334864452481,-0.02693334864452481,1.0
5740000,1.5019422,-0.032808162,556.1578947368421,1214.5022814220927,-0.4823333484120667,-0.4823333484120667,1.0
5750000,1.5021573,-0.038542908,619.5757575757576,1212.0933889668509,-0.7057333497330547,-0.7057333497330547,1.0
5760000,1.5014305,-0.05379854,580.0277777777778,1212.0933889668509,-0.45473335941011706,-0.45473335941011706,1.0
5770000,1.5015527,-0.048732053,616.2058823529412,1211.2003469031051,-0.5253636665980924,-0.5253636665980924,1.0
5780000,1.5018417,-0.052800253,639.1515151515151,1209.7473580200437,-0.6285714479163289,-0.6285714479163289,1.0
5790000,1.5018929,-0.06231654,462.76190476190476,None,-0.43883334697845083,-0.43883334697845083,1.0
5800000,1.5014621,-0.07020054,512.2857142857143,1209.3155894912645,-0.458333368288974,-0.458333368288974,1.0
5810000,1.5011243,-0.04388616,567.6285714285714,1207.9073253047764,-0.82626672165934,-0.82626672165934,1.0
5820000,1.5010936,-0.05234111,552.6,1207.4400695786728,0.15553332592050234,0.15553332592050234,1.0
5830000,1.5009714,-0.046065737,563.0571428571428,1207.4400695786728,-0.26993335134660207,-0.26993335134660207,1.0
5840000,1.5010508,-0.055709403,570.6571428571428,1207.4400695786728,-0.526533351947243,-0.526533351947243,1.0
5850000,1.5012033,-0.056515127,468.8709677419355,1207.4400695786728,0.5555199854820967,0.5555199854820967,1.0
5860000,1.5011878,-0.03728902,517.7435897435897,1209.9184889596606,0.325124994929259,0.325124994929259,1.0
5870000,1.5013705,-0.015020683,536.4634146341464,1211.8587560194587,0.8030384446655472,0.8030384446655472,1.0
5880000,1.5020732,-0.0024210077,556.5757575757576,1212.1232782414577,0.6881176226717585,0.6881176226717585,1.0
5890000,1.5021126,0.024410747,527.0571428571428,1210.245543182996,-0.28400001377199907,-0.28400001377199907,1.0
5900000,1.5035762,0.032031737,584.6578947368421,1212.1322485915505,1.3098695487107919,1.3098695487107919,1.0
5910000,1.5034591,0.071121335,546.6486486486486,1213.147227188981,0.9887272654397582,0.9887272654397582,1.0
5920000,1.5030135,0.09630833,526.6153846153846,1216.518346134864,0.7964166649617255,0.7964166649617255,1.0
5930000,1.5033697,0.13139969,529.6923076923077,1218.100046057111,0.7221666576806456,0.7221666576806456,1.0
5940000,1.5030128,0.10663211,589.3714285714286,1220.585126038929,0.5921000021975488,0.5921000021975488,1.0
5950000,1.5037019,0.13326469,529.1,1221.434135019908,1.2140399901941419,1.2140399901941419,1.0
5960000,1.5029119,0.15339716,512.547619047619,1221.195443634081,-0.09648148734467449,-0.09648148734467449,1.0
5970000,1.5026692,0.1316587,391.38461538461536,1221.2335912658186,0.9090769119748774,0.9090769119748774,1.0
5980000,1.502012,0.13025291,505.0769230769231,1222.1699986383494,0.5049999830468247,0.5049999830468247,1.0
5990000,1.5022653,0.16438349,521.8780487804878,1224.169013635745,0.4546538417299206,0.4546538417299206,1.0
6000000,1.501667,0.14236356,558.8888888888889,1224.9676459380478,1.687285700059008,1.687285700059008,1.0
6010000,1.5020567,0.17522997,510.8536585365854,1231.1896781430605,1.384576899321893,1.384576899321893,1.0
6020000,1.5019083,0.16559951,492.8095238095238,1233.2275902841584,0.6330370294939106,0.6330370294939106,1.0
6030000,1.5015445,0.18261696,551.8611111111111,1232.9827575434144,0.4247618865753923,0.4247618865753923,1.0
6040000,1.5017095,0.16353472,474.2142857142857,1232.0664361435022,0.48418517959200674,0.48418517959200674,1.0
6050000,1.5023582,0.14747769,488.8529411764706,1231.5937987630257,-0.6224999834472934,-0.6224999834472934,1.0
6060000,1.5024201,0.10416223,480.175,1231.5059044212026,-0.31386668832662207,-0.31386668832662207,1.0
6070000,1.5031213,0.09453907,523.775,1231.2004639318104,-0.49953336799517273,-0.49953336799517273,1.0
6080000,1.5037254,0.07874743,490.7105263157895,1229.6150925621826,-0.13613335676491262,-0.13613335676491262,1.0
6090000,1.5038779,0.059237827,485.32608695652175,1229.141302336597,-0.23046667898694675,-0.23046667898694675,1.0
6100000,1.5042721,0.05264329,483.1081081081081,1227.8708273307568,-0.40266669855142634,-0.40266669855142634,1.0
6110000,1.5051515,0.0403099,493.04545454545456,1226.7733137138555,-0.07526668775826692,-0.07526668775826692,1.0
6120000,1.5053728,0.030225912,559.6285714285714,1226.778197628517,-0.0598666765106221,-0.0598666765106221,1.0
6130000,1.5059547,0.02655103,496.40909090909093,1225.8451607220054,0.04979997581491868,0.04979997581491868,1.0
6140000,1.5059301,0.017994557,456.89130434782606,1226.7998941837282,-0.14873336885745328,-0.14873336885745328,1.0
6150000,1.5061119,0.025296545,444.7708333333333,1226.5034909064243,0.147066648863256,0.147066648863256,1.0
6160000,1.5059272,0.02838915,539.972972972973,1226.8855434838913,-0.14245457117530433,-0.14245457117530433,1.0
6170000,1.5066344,0.033202253,486.6511627906977,1226.1628976823806,-0.08600001549348235,-0.08600001549348235,1.0
6180000,1.5061446,0.02119499,370.3076923076923,None,0.12116664826559524,0.12116664826559524,1.0
6190000,1.5064108,0.014367776,520.675,1226.233340353268,0.2261333060140411,0.2261333060140411,1.0
6200000,1.507098,0.020971762,484.54761904761904,1226.0111929449554,0.2199999688193202,0.2199999688193202,1.0
6210000,1.5065596,0.015664242,492.69767441860466,1226.0111929449554,0.27119996566325427,0.27119996566325427,1.0
6220000,1.506006,0.023586659,485.3783783783784,1226.0111929449554,0.0728666408608357,0.0728666408608357,1.0
6230000,1.5088379,0.023433886,519.8222222222222,1225.548323165652,-0.019400036676476398,-0.019400036676476398,1.0
6240000,1.5076507,0.016998162,469.0,1224.025461064541,-0.050400040298700335,-0.050400040298700335,1.0
6250000,1.5061624,0.017182741,434.2972972972973,1224.4450926026482,0.7395416332486396,0.7395416332486396,1.0
6260000,1.5080119,0.043440267,497.2682926829268,1225.8872327871782,1.5965384476316662,1.5965384476316662,1.0
6270000,1.5076209,0.10809658,423.6734693877551,1227.3811812877254,1.4613823470255525,1.4613823470255525,1.0
6280000,1.5052605,0.16123281,451.76190476190476,1232.0849629252077,1.880407390702102,1.880407390702102,1.0
6290000,1.5067648,0.21840861,435.55102040816325,1237.9355738490835,1.6442352763294954,1.6442352763294954,1.0
6300000,1.5060333,0.25163156,413.38,1241.9607018935596,1.7647714219987392,1.7647714219987392,1.0
6310000,1.5070083,0.29411492,385.27777777777777,1244.4178983266304,1.043846121081748,1.043846121081748,1.0
6320000,1.5062908,0.2840916,383.98039215686276,1245.876205556477,1.7203888721350167,1.7203888721350167,1.0
